,wind_speed,temperature,roughness_length,pressure
,10,2,0,0
time,,,,
2015-09-27 14:15:00+02:00,3.97,289.66,0.15,1031.9
2015-09-27 14:30:00+02:00,4.04,289.66,0.15,1031.89
2015-09-27 14:45:00+02:00,4.11,289.67,0.15,1031.88
2015-09-27 15:00:00+02:00,4.19,289.68,0.15,1031.87
2015-09-27 15:15:00+02:00,4.24,289.62,0.15,1031.86
2015-09-27 15:30:00+02:00,4.3,289.56,0.15,1031.84
2015-09-27 15:45:00+02:00,4.36,289.5,0.15,1031.82
2015-09-27 16:00:00+02:00,4.42,289.44,0.15,1031.81
2015-09-27 16:15:00+02:00,4.44,289.36,0.15,1031.81
2015-09-27 16:30:00+02:00,4.47,289.29,0.15,1031.81
2015-09-27 16:45:00+02:00,4.49,289.21,0.15,1031.81
2015-09-27 17:00:00+02:00,4.52,289.14,0.15,1031.81
2015-09-27 17:15:00+02:00,4.46,288.99,0.15,1031.86
2015-09-27 17:30:00+02:00,4.4,288.85,0.15,1031.9
2015-09-27 17:45:00+02:00,4.34,288.7,0.15,1031.95
2015-09-27 18:00:00+02:00,4.28,288.56,0.15,1032.0
2015-09-27 18:15:00+02:00,4.0,288.2,0.15,1032.05
2015-09-27 18:30:00+02:00,3.73,287.85,0.15,1032.1
2015-09-27 18:45:00+02:00,3.45,287.49,0.15,1032.14
2015-09-27 19:00:00+02:00,3.18,287.13,0.15,1032.19
2015-09-27 19:15:00+02:00,3.14,286.42,0.15,1032.28
2015-09-27 19:30:00+02:00,3.09,285.7,0.15,1032.37
2015-09-27 19:45:00+02:00,3.05,284.98,0.15,1032.45
2015-09-27 20:00:00+02:00,3.01,284.26,0.15,1032.54
2015-09-27 20:15:00+02:00,3.03,284.02,0.15,1032.63
2015-09-27 20:30:00+02:00,3.05,283.78,0.15,1032.72
2015-09-27 20:45:00+02:00,3.08,283.53,0.15,1032.81
2015-09-27 21:00:00+02:00,3.1,283.29,0.15,1032.9
2015-09-27 21:15:00+02:00,3.1,283.15,0.15,1033.01
2015-09-27 21:30:00+02:00,3.1,283.01,0.15,1033.12
2015-09-27 21:45:00+02:00,3.09,282.87,0.15,1033.22
2015-09-27 22:00:00+02:00,3.09,282.73,0.15,1033.33
2015-09-27 22:15:00+02:00,3.08,282.6,0.15,1033.41
2015-09-27 22:30:00+02:00,3.07,282.47,0.15,1033.5
2015-09-27 22:45:00+02:00,3.07,282.34,0.15,1033.58
2015-09-27 23:00:00+02:00,3.06,282.22,0.15,1033.67
2015-09-27 23:15:00+02:00,3.05,282.11,0.15,1033.75
2015-09-27 23:30:00+02:00,3.05,282.0,0.15,1033.83
2015-09-27 23:45:00+02:00,3.05,281.89,0.15,1033.91
2015-09-28 00:00:00+02:00,3.04,281.79,0.15,1033.98
2015-09-28 00:15:00+02:00,3.03,281.7,0.15,1034.02
2015-09-28 00:30:00+02:00,3.02,281.62,0.15,1034.05
2015-09-28 00:45:00+02:00,3.02,281.53,0.15,1034.08
2015-09-28 01:00:00+02:00,3.01,281.45,0.15,1034.11
2015-09-28 01:15:00+02:00,2.99,281.37,0.15,1034.14
2015-09-28 01:30:00+02:00,2.98,281.29,0.15,1034.16
2015-09-28 01:45:00+02:00,2.96,281.22,0.15,1034.19
2015-09-28 02:00:00+02:00,2.95,281.14,0.15,1034.22
2015-09-28 02:15:00+02:00,2.94,281.08,0.15,1034.25
2015-09-28 02:30:00+02:00,2.92,281.01,0.15,1034.28
2015-09-28 02:45:00+02:00,2.91,280.95,0.15,1034.31
2015-09-28 03:00:00+02:00,2.9,280.88,0.15,1034.35
2015-09-28 03:15:00+02:00,2.89,280.83,0.15,1034.38
2015-09-28 03:30:00+02:00,2.88,280.78,0.15,1034.4
2015-09-28 03:45:00+02:00,2.87,280.73,0.15,1034.43
2015-09-28 04:00:00+02:00,2.86,280.68,0.15,1034.46
2015-09-28 04:15:00+02:00,2.83,280.69,0.15,1034.47
2015-09-28 04:30:00+02:00,2.81,280.69,0.15,1034.48
2015-09-28 04:45:00+02:00,2.78,280.7,0.15,1034.49
2015-09-28 05:00:00+02:00,2.76,280.7,0.15,1034.51
2015-09-28 05:15:00+02:00,2.71,280.82,0.15,1034.54
2015-09-28 05:30:00+02:00,2.66,280.94,0.15,1034.58
2015-09-28 05:45:00+02:00,2.61,281.06,0.15,1034.61
2015-09-28 06:00:00+02:00,2.56,281.18,0.15,1034.65
2015-09-28 06:15:00+02:00,2.52,281.22,0.15,1034.72
2015-09-28 06:30:00+02:00,2.47,281.26,0.15,1034.8
2015-09-28 06:45:00+02:00,2.43,281.3,0.15,1034.88
2015-09-28 07:00:00+02:00,2.39,281.35,0.15,1034.96
2015-09-28 07:15:00+02:00,2.34,281.37,0.15,1035.05
2015-09-28 07:30:00+02:00,2.3,281.38,0.15,1035.15
2015-09-28 07:45:00+02:00,2.26,281.4,0.15,1035.25
2015-09-28 08:00:00+02:00,2.21,281.42,0.15,1035.34
2015-09-28 08:15:00+02:00,2.15,281.77,0.15,1035.44
2015-09-28 08:30:00+02:00,2.08,282.11,0.15,1035.54
2015-09-28 08:45:00+02:00,2.01,282.45,0.15,1035.63
2015-09-28 09:00:00+02:00,1.95,282.8,0.15,1035.73
2015-09-28 09:15:00+02:00,2.01,283.19,0.15,1035.83
2015-09-28 09:30:00+02:00,2.07,283.59,0.15,1035.94
2015-09-28 09:45:00+02:00,2.14,283.99,0.15,1036.04
2015-09-28 10:00:00+02:00,2.2,284.39,0.15,1036.14
2015-09-28 10:15:00+02:00,2.25,284.82,0.15,1036.22
2015-09-28 10:30:00+02:00,2.31,285.25,0.15,1036.29
2015-09-28 10:45:00+02:00,2.36,285.68,0.15,1036.37
2015-09-28 11:00:00+02:00,2.42,286.11,0.15,1036.44
2015-09-28 11:15:00+02:00,2.51,286.56,0.15,1036.45
2015-09-28 11:30:00+02:00,2.59,287.02,0.15,1036.46
2015-09-28 11:45:00+02:00,2.67,287.48,0.15,1036.46
2015-09-28 12:00:00+02:00,2.76,287.94,0.15,1036.47
2015-09-28 12:15:00+02:00,2.74,288.21,0.15,1036.45
2015-09-28 12:30:00+02:00,2.72,288.48,0.15,1036.42
2015-09-28 12:45:00+02:00,2.71,288.75,0.15,1036.4
2015-09-28 13:00:00+02:00,2.69,289.02,0.15,1036.38
2015-09-28 13:15:00+02:00,2.65,289.14,0.15,1036.34
2015-09-28 13:30:00+02:00,2.62,289.26,0.15,1036.31
2015-09-28 13:45:00+02:00,2.59,289.38,0.15,1036.27
2015-09-28 14:00:00+02:00,2.55,289.51,0.15,1036.23
2015-09-28 14:15:00+02:00,2.55,289.58,0.15,1036.17
2015-09-28 14:30:00+02:00,2.54,289.66,0.15,1036.12
2015-09-28 14:45:00+02:00,2.54,289.74,0.15,1036.06
2015-09-28 15:00:00+02:00,2.54,289.82,0.15,1036.01
2015-09-28 15:15:00+02:00,2.56,289.84,0.15,1035.91
2015-09-28 15:30:00+02:00,2.59,289.86,0.15,1035.82
2015-09-28 15:45:00+02:00,2.61,289.88,0.15,1035.73
2015-09-28 16:00:00+02:00,2.63,289.9,0.15,1035.64
2015-09-28 16:15:00+02:00,2.69,289.84,0.15,1035.58
2015-09-28 16:30:00+02:00,2.76,289.78,0.15,1035.51
2015-09-28 16:45:00+02:00,2.82,289.73,0.15,1035.45
2015-09-28 17:00:00+02:00,2.88,289.67,0.15,1035.38
2015-09-28 17:15:00+02:00,2.92,289.5,0.15,1035.36
2015-09-28 17:30:00+02:00,2.95,289.33,0.15,1035.34
2015-09-28 17:45:00+02:00,2.99,289.16,0.15,1035.31
2015-09-28 18:00:00+02:00,3.03,288.99,0.15,1035.29
2015-09-28 18:15:00+02:00,2.88,288.55,0.15,1035.29
2015-09-28 18:30:00+02:00,2.73,288.11,0.15,1035.3
2015-09-28 18:45:00+02:00,2.58,287.67,0.15,1035.3
2015-09-28 19:00:00+02:00,2.43,287.23,0.15,1035.31
2015-09-28 19:15:00+02:00,2.55,286.6,0.15,1035.37
2015-09-28 19:30:00+02:00,2.67,285.98,0.15,1035.43
2015-09-28 19:45:00+02:00,2.78,285.35,0.15,1035.49
2015-09-28 20:00:00+02:00,2.9,284.73,0.15,1035.56
2015-09-28 20:15:00+02:00,2.95,284.46,0.15,1035.63
2015-09-28 20:30:00+02:00,3.01,284.19,0.15,1035.71
2015-09-28 20:45:00+02:00,3.06,283.92,0.15,1035.79
2015-09-28 21:00:00+02:00,3.12,283.65,0.15,1035.87
2015-09-28 21:15:00+02:00,3.11,283.47,0.15,1035.89
2015-09-28 21:30:00+02:00,3.1,283.29,0.15,1035.92
2015-09-28 21:45:00+02:00,3.1,283.11,0.15,1035.95
2015-09-28 22:00:00+02:00,3.1,282.93,0.15,1035.98
2015-09-28 22:15:00+02:00,3.08,282.75,0.15,1036.01
2015-09-28 22:30:00+02:00,3.06,282.58,0.15,1036.04
2015-09-28 22:45:00+02:00,3.05,282.4,0.15,1036.07
2015-09-28 23:00:00+02:00,3.05,282.23,0.15,1036.1
2015-09-28 23:15:00+02:00,3.03,282.05,0.15,1036.13
2015-09-28 23:30:00+02:00,3.01,281.88,0.15,1036.16
2015-09-28 23:45:00+02:00,2.99,281.71,0.15,1036.2
2015-09-29 00:00:00+02:00,2.98,281.54,0.15,1036.23
2015-09-29 00:15:00+02:00,2.97,281.39,0.15,1036.25
2015-09-29 00:30:00+02:00,2.96,281.23,0.15,1036.27
2015-09-29 00:45:00+02:00,2.96,281.08,0.15,1036.29
2015-09-29 01:00:00+02:00,2.95,280.93,0.15,1036.31
2015-09-29 01:15:00+02:00,2.95,280.78,0.15,1036.34
2015-09-29 01:30:00+02:00,2.95,280.63,0.15,1036.37
2015-09-29 01:45:00+02:00,2.95,280.49,0.15,1036.39
2015-09-29 02:00:00+02:00,2.95,280.34,0.15,1036.42
2015-09-29 02:15:00+02:00,2.94,280.19,0.15,1036.45
2015-09-29 02:30:00+02:00,2.94,280.05,0.15,1036.47
2015-09-29 02:45:00+02:00,2.93,279.91,0.15,1036.49
2015-09-29 03:00:00+02:00,2.92,279.76,0.15,1036.51
2015-09-29 03:15:00+02:00,2.91,279.64,0.15,1036.53
2015-09-29 03:30:00+02:00,2.9,279.51,0.15,1036.56
2015-09-29 03:45:00+02:00,2.89,279.39,0.15,1036.58
2015-09-29 04:00:00+02:00,2.88,279.26,0.15,1036.6
2015-09-29 04:15:00+02:00,2.86,279.24,0.15,1036.63
2015-09-29 04:30:00+02:00,2.84,279.21,0.15,1036.66
2015-09-29 04:45:00+02:00,2.83,279.19,0.15,1036.7
2015-09-29 05:00:00+02:00,2.81,279.16,0.15,1036.73
2015-09-29 05:15:00+02:00,2.83,279.24,0.15,1036.76
2015-09-29 05:30:00+02:00,2.85,279.33,0.15,1036.78
2015-09-29 05:45:00+02:00,2.87,279.42,0.15,1036.81
2015-09-29 06:00:00+02:00,2.89,279.5,0.15,1036.84
2015-09-29 06:15:00+02:00,3.03,279.6,0.15,1036.87
2015-09-29 06:30:00+02:00,3.17,279.69,0.15,1036.9
2015-09-29 06:45:00+02:00,3.32,279.79,0.15,1036.92
2015-09-29 07:00:00+02:00,3.46,279.89,0.15,1036.95
2015-09-29 07:15:00+02:00,3.47,279.93,0.15,1037.01
2015-09-29 07:30:00+02:00,3.49,279.98,0.15,1037.06
2015-09-29 07:45:00+02:00,3.5,280.03,0.15,1037.11
2015-09-29 08:00:00+02:00,3.52,280.08,0.15,1037.17
2015-09-29 08:15:00+02:00,3.51,280.3,0.15,1037.21
2015-09-29 08:30:00+02:00,3.49,280.52,0.15,1037.25
2015-09-29 08:45:00+02:00,3.48,280.75,0.15,1037.29
2015-09-29 09:00:00+02:00,3.47,280.97,0.15,1037.34
2015-09-29 09:15:00+02:00,3.5,281.36,0.15,1037.36
2015-09-29 09:30:00+02:00,3.53,281.76,0.15,1037.39
2015-09-29 09:45:00+02:00,3.55,282.15,0.15,1037.42
2015-09-29 10:00:00+02:00,3.58,282.54,0.15,1037.45
2015-09-29 10:15:00+02:00,3.61,283.12,0.15,1037.46
2015-09-29 10:30:00+02:00,3.64,283.7,0.15,1037.47
2015-09-29 10:45:00+02:00,3.67,284.28,0.15,1037.49
2015-09-29 11:00:00+02:00,3.7,284.86,0.15,1037.5
2015-09-29 11:15:00+02:00,3.86,285.44,0.15,1037.49
2015-09-29 11:30:00+02:00,4.01,286.03,0.15,1037.49
2015-09-29 11:45:00+02:00,4.17,286.61,0.15,1037.48
2015-09-29 12:00:00+02:00,4.32,287.19,0.15,1037.48
2015-09-29 12:15:00+02:00,4.47,287.58,0.15,1037.45
2015-09-29 12:30:00+02:00,4.61,287.97,0.15,1037.43
2015-09-29 12:45:00+02:00,4.76,288.36,0.15,1037.4
2015-09-29 13:00:00+02:00,4.91,288.76,0.15,1037.37
2015-09-29 13:15:00+02:00,4.94,288.93,0.15,1037.3
2015-09-29 13:30:00+02:00,4.98,289.11,0.15,1037.22
2015-09-29 13:45:00+02:00,5.02,289.28,0.15,1037.15
2015-09-29 14:00:00+02:00,5.06,289.46,0.15,1037.07
2015-09-29 14:15:00+02:00,5.08,289.55,0.15,1036.96
2015-09-29 14:30:00+02:00,5.11,289.65,0.15,1036.85
2015-09-29 14:45:00+02:00,5.13,289.74,0.15,1036.73
2015-09-29 15:00:00+02:00,5.15,289.84,0.15,1036.62
2015-09-29 15:15:00+02:00,5.18,289.85,0.15,1036.48
2015-09-29 15:30:00+02:00,5.2,289.86,0.15,1036.34
2015-09-29 15:45:00+02:00,5.23,289.87,0.15,1036.2
2015-09-29 16:00:00+02:00,5.26,289.88,0.15,1036.07
2015-09-29 16:15:00+02:00,5.25,289.81,0.15,1035.93
2015-09-29 16:30:00+02:00,5.25,289.74,0.15,1035.8
2015-09-29 16:45:00+02:00,5.24,289.66,0.15,1035.67
2015-09-29 17:00:00+02:00,5.24,289.59,0.15,1035.53
2015-09-29 17:15:00+02:00,5.09,289.4,0.15,1035.44
2015-09-29 17:30:00+02:00,4.94,289.2,0.15,1035.35
2015-09-29 17:45:00+02:00,4.8,289.01,0.15,1035.26
2015-09-29 18:00:00+02:00,4.65,288.82,0.15,1035.17
2015-09-29 18:15:00+02:00,4.28,288.25,0.15,1035.13
2015-09-29 18:30:00+02:00,3.91,287.69,0.15,1035.1
2015-09-29 18:45:00+02:00,3.54,287.12,0.15,1035.06
2015-09-29 19:00:00+02:00,3.18,286.55,0.15,1035.03
2015-09-29 19:15:00+02:00,3.26,285.88,0.15,1035.07
2015-09-29 19:30:00+02:00,3.33,285.22,0.15,1035.11
2015-09-29 19:45:00+02:00,3.41,284.55,0.15,1035.16
2015-09-29 20:00:00+02:00,3.49,283.88,0.15,1035.2
2015-09-29 20:15:00+02:00,3.57,283.75,0.15,1035.27
2015-09-29 20:30:00+02:00,3.66,283.61,0.15,1035.34
2015-09-29 20:45:00+02:00,3.75,283.48,0.15,1035.41
2015-09-29 21:00:00+02:00,3.84,283.34,0.15,1035.48
2015-09-29 21:15:00+02:00,3.91,283.24,0.15,1035.57
2015-09-29 21:30:00+02:00,3.98,283.14,0.15,1035.65
2015-09-29 21:45:00+02:00,4.04,283.04,0.15,1035.74
2015-09-29 22:00:00+02:00,4.11,282.94,0.15,1035.82
2015-09-29 22:15:00+02:00,4.15,282.82,0.15,1035.88
2015-09-29 22:30:00+02:00,4.19,282.69,0.15,1035.93
2015-09-29 22:45:00+02:00,4.23,282.57,0.15,1035.98
2015-09-29 23:00:00+02:00,4.28,282.44,0.15,1036.03
2015-09-29 23:15:00+02:00,4.27,282.3,0.15,1036.08
2015-09-29 23:30:00+02:00,4.27,282.15,0.15,1036.13
2015-09-29 23:45:00+02:00,4.27,282.01,0.15,1036.18
2015-09-30 00:00:00+02:00,4.27,281.87,0.15,1036.23
2015-09-30 00:15:00+02:00,4.25,281.74,0.15,1036.25
2015-09-30 00:30:00+02:00,4.24,281.61,0.15,1036.27
2015-09-30 00:45:00+02:00,4.22,281.48,0.15,1036.28
2015-09-30 01:00:00+02:00,4.21,281.36,0.15,1036.3
2015-09-30 01:15:00+02:00,4.13,281.19,0.15,1036.31
2015-09-30 01:30:00+02:00,4.05,281.02,0.15,1036.31
2015-09-30 01:45:00+02:00,3.97,280.86,0.15,1036.32
2015-09-30 02:00:00+02:00,3.89,280.69,0.15,1036.32
2015-09-30 02:15:00+02:00,3.83,280.55,0.15,1036.31
2015-09-30 02:30:00+02:00,3.77,280.4,0.15,1036.3
2015-09-30 02:45:00+02:00,3.71,280.26,0.15,1036.28
2015-09-30 03:00:00+02:00,3.65,280.11,0.15,1036.27
2015-09-30 03:15:00+02:00,3.63,280.06,0.15,1036.23
2015-09-30 03:30:00+02:00,3.61,280.0,0.15,1036.2
2015-09-30 03:45:00+02:00,3.6,279.95,0.15,1036.16
2015-09-30 04:00:00+02:00,3.58,279.9,0.15,1036.13
2015-09-30 04:15:00+02:00,3.62,279.94,0.15,1036.1
2015-09-30 04:30:00+02:00,3.66,279.98,0.15,1036.07
2015-09-30 04:45:00+02:00,3.69,280.02,0.15,1036.04
2015-09-30 05:00:00+02:00,3.73,280.06,0.15,1036.01
2015-09-30 05:15:00+02:00,3.76,280.08,0.15,1035.98
2015-09-30 05:30:00+02:00,3.79,280.1,0.15,1035.96
2015-09-30 05:45:00+02:00,3.81,280.12,0.15,1035.94
2015-09-30 06:00:00+02:00,3.84,280.14,0.15,1035.91
2015-09-30 06:15:00+02:00,3.82,280.17,0.15,1035.9
2015-09-30 06:30:00+02:00,3.81,280.19,0.15,1035.88
2015-09-30 06:45:00+02:00,3.79,280.22,0.15,1035.87
2015-09-30 07:00:00+02:00,3.77,280.25,0.15,1035.85
2015-09-30 07:15:00+02:00,3.63,280.22,0.15,1035.86
2015-09-30 07:30:00+02:00,3.48,280.19,0.15,1035.88
2015-09-30 07:45:00+02:00,3.34,280.16,0.15,1035.89
2015-09-30 08:00:00+02:00,3.2,280.13,0.15,1035.9
2015-09-30 08:15:00+02:00,3.23,280.28,0.15,1035.93
2015-09-30 08:30:00+02:00,3.27,280.44,0.15,1035.97
2015-09-30 08:45:00+02:00,3.31,280.6,0.15,1036.0
2015-09-30 09:00:00+02:00,3.35,280.75,0.15,1036.03
2015-09-30 09:15:00+02:00,3.34,281.12,0.15,1036.07
2015-09-30 09:30:00+02:00,3.33,281.48,0.15,1036.1
2015-09-30 09:45:00+02:00,3.33,281.85,0.15,1036.13
2015-09-30 10:00:00+02:00,3.32,282.22,0.15,1036.16
2015-09-30 10:15:00+02:00,3.32,282.76,0.15,1036.19
2015-09-30 10:30:00+02:00,3.32,283.3,0.15,1036.22
2015-09-30 10:45:00+02:00,3.33,283.84,0.15,1036.25
2015-09-30 11:00:00+02:00,3.34,284.38,0.15,1036.28
2015-09-30 11:15:00+02:00,3.47,285.01,0.15,1036.27
2015-09-30 11:30:00+02:00,3.6,285.64,0.15,1036.26
2015-09-30 11:45:00+02:00,3.73,286.27,0.15,1036.25
2015-09-30 12:00:00+02:00,3.86,286.9,0.15,1036.24
2015-09-30 12:15:00+02:00,3.99,287.39,0.15,1036.18
2015-09-30 12:30:00+02:00,4.11,287.87,0.15,1036.13
2015-09-30 12:45:00+02:00,4.23,288.35,0.15,1036.07
2015-09-30 13:00:00+02:00,4.36,288.84,0.15,1036.02
2015-09-30 13:15:00+02:00,4.36,289.04,0.15,1035.89
2015-09-30 13:30:00+02:00,4.37,289.24,0.15,1035.76
2015-09-30 13:45:00+02:00,4.37,289.44,0.15,1035.63
2015-09-30 14:00:00+02:00,4.38,289.65,0.15,1035.51
2015-09-30 14:15:00+02:00,4.38,289.75,0.15,1035.36
2015-09-30 14:30:00+02:00,4.39,289.86,0.15,1035.2
2015-09-30 14:45:00+02:00,4.39,289.96,0.15,1035.05
2015-09-30 15:00:00+02:00,4.4,290.07,0.15,1034.9
2015-09-30 15:15:00+02:00,4.42,290.09,0.15,1034.75
2015-09-30 15:30:00+02:00,4.44,290.11,0.15,1034.6
2015-09-30 15:45:00+02:00,4.45,290.13,0.15,1034.44
2015-09-30 16:00:00+02:00,4.47,290.15,0.15,1034.29
2015-09-30 16:15:00+02:00,4.48,290.08,0.15,1034.16
2015-09-30 16:30:00+02:00,4.49,290.02,0.15,1034.04
2015-09-30 16:45:00+02:00,4.49,289.95,0.15,1033.91
2015-09-30 17:00:00+02:00,4.5,289.89,0.15,1033.79
2015-09-30 17:15:00+02:00,4.39,289.7,0.15,1033.69
2015-09-30 17:30:00+02:00,4.28,289.51,0.15,1033.59
2015-09-30 17:45:00+02:00,4.17,289.31,0.15,1033.49
2015-09-30 18:00:00+02:00,4.07,289.12,0.15,1033.39
2015-09-30 18:15:00+02:00,3.75,288.52,0.15,1033.36
2015-09-30 18:30:00+02:00,3.43,287.92,0.15,1033.33
2015-09-30 18:45:00+02:00,3.11,287.32,0.15,1033.31
2015-09-30 19:00:00+02:00,2.8,286.71,0.15,1033.28
2015-09-30 19:15:00+02:00,2.9,286.02,0.15,1033.29
2015-09-30 19:30:00+02:00,3.01,285.33,0.15,1033.3
2015-09-30 19:45:00+02:00,3.11,284.64,0.15,1033.32
2015-09-30 20:00:00+02:00,3.21,283.94,0.15,1033.33
2015-09-30 20:15:00+02:00,3.25,283.76,0.15,1033.36
2015-09-30 20:30:00+02:00,3.29,283.59,0.15,1033.39
2015-09-30 20:45:00+02:00,3.32,283.41,0.15,1033.42
2015-09-30 21:00:00+02:00,3.36,283.23,0.15,1033.46
2015-09-30 21:15:00+02:00,3.36,283.08,0.15,1033.48
2015-09-30 21:30:00+02:00,3.37,282.94,0.15,1033.5
2015-09-30 21:45:00+02:00,3.37,282.79,0.15,1033.52
2015-09-30 22:00:00+02:00,3.38,282.65,0.15,1033.54
2015-09-30 22:15:00+02:00,3.36,282.49,0.15,1033.55
2015-09-30 22:30:00+02:00,3.34,282.34,0.15,1033.56
2015-09-30 22:45:00+02:00,3.32,282.18,0.15,1033.57
2015-09-30 23:00:00+02:00,3.31,282.03,0.15,1033.58
2015-09-30 23:15:00+02:00,3.28,281.86,0.15,1033.58
2015-09-30 23:30:00+02:00,3.26,281.69,0.15,1033.59
2015-09-30 23:45:00+02:00,3.24,281.53,0.15,1033.59
2015-10-01 00:00:00+02:00,3.22,281.36,0.15,1033.6
2015-10-01 00:15:00+02:00,3.19,281.19,0.15,1033.57
2015-10-01 00:30:00+02:00,3.16,281.03,0.15,1033.55
2015-10-01 00:45:00+02:00,3.14,280.86,0.15,1033.53
2015-10-01 01:00:00+02:00,3.12,280.69,0.15,1033.51
2015-10-01 01:15:00+02:00,3.09,280.52,0.15,1033.45
2015-10-01 01:30:00+02:00,3.06,280.36,0.15,1033.4
2015-10-01 01:45:00+02:00,3.04,280.2,0.15,1033.35
2015-10-01 02:00:00+02:00,3.02,280.04,0.15,1033.3
2015-10-01 02:15:00+02:00,3.0,279.88,0.15,1033.23
2015-10-01 02:30:00+02:00,2.97,279.73,0.15,1033.16
2015-10-01 02:45:00+02:00,2.95,279.57,0.15,1033.1
2015-10-01 03:00:00+02:00,2.93,279.42,0.15,1033.03
2015-10-01 03:15:00+02:00,2.9,279.27,0.15,1032.96
2015-10-01 03:30:00+02:00,2.88,279.13,0.15,1032.9
2015-10-01 03:45:00+02:00,2.85,278.98,0.15,1032.83
2015-10-01 04:00:00+02:00,2.83,278.84,0.15,1032.77
2015-10-01 04:15:00+02:00,2.79,278.72,0.15,1032.7
2015-10-01 04:30:00+02:00,2.76,278.59,0.15,1032.64
2015-10-01 04:45:00+02:00,2.73,278.47,0.15,1032.58
2015-10-01 05:00:00+02:00,2.69,278.34,0.15,1032.51
2015-10-01 05:15:00+02:00,2.65,278.25,0.15,1032.46
2015-10-01 05:30:00+02:00,2.61,278.16,0.15,1032.4
2015-10-01 05:45:00+02:00,2.56,278.07,0.15,1032.35
2015-10-01 06:00:00+02:00,2.52,277.98,0.15,1032.3
2015-10-01 06:15:00+02:00,2.47,277.93,0.15,1032.25
2015-10-01 06:30:00+02:00,2.41,277.87,0.15,1032.21
2015-10-01 06:45:00+02:00,2.36,277.81,0.15,1032.17
2015-10-01 07:00:00+02:00,2.31,277.76,0.15,1032.12
2015-10-01 07:15:00+02:00,2.25,277.73,0.15,1032.12
2015-10-01 07:30:00+02:00,2.2,277.7,0.15,1032.12
2015-10-01 07:45:00+02:00,2.14,277.67,0.15,1032.13
2015-10-01 08:00:00+02:00,2.09,277.64,0.15,1032.13
2015-10-01 08:15:00+02:00,2.01,278.05,0.15,1032.16
2015-10-01 08:30:00+02:00,1.93,278.47,0.15,1032.19
2015-10-01 08:45:00+02:00,1.85,278.88,0.15,1032.22
2015-10-01 09:00:00+02:00,1.78,279.3,0.15,1032.26
2015-10-01 09:15:00+02:00,1.88,279.86,0.15,1032.31
2015-10-01 09:30:00+02:00,1.98,280.42,0.15,1032.37
2015-10-01 09:45:00+02:00,2.09,280.98,0.15,1032.42
2015-10-01 10:00:00+02:00,2.21,281.54,0.15,1032.47
2015-10-01 10:15:00+02:00,2.14,282.13,0.15,1032.49
2015-10-01 10:30:00+02:00,2.08,282.72,0.15,1032.5
2015-10-01 10:45:00+02:00,2.02,283.3,0.15,1032.51
2015-10-01 11:00:00+02:00,1.96,283.89,0.15,1032.52
2015-10-01 11:15:00+02:00,2.16,284.74,0.15,1032.47
2015-10-01 11:30:00+02:00,2.35,285.59,0.15,1032.41
2015-10-01 11:45:00+02:00,2.55,286.44,0.15,1032.36
2015-10-01 12:00:00+02:00,2.74,287.29,0.15,1032.31
2015-10-01 12:15:00+02:00,2.78,287.64,0.15,1032.19
2015-10-01 12:30:00+02:00,2.81,287.99,0.15,1032.08
2015-10-01 12:45:00+02:00,2.85,288.34,0.15,1031.97
2015-10-01 13:00:00+02:00,2.89,288.69,0.15,1031.86
2015-10-01 13:15:00+02:00,2.86,288.86,0.15,1031.72
2015-10-01 13:30:00+02:00,2.83,289.03,0.15,1031.59
2015-10-01 13:45:00+02:00,2.81,289.2,0.15,1031.46
2015-10-01 14:00:00+02:00,2.78,289.37,0.15,1031.33
2015-10-01 14:15:00+02:00,2.79,289.47,0.15,1031.17
2015-10-01 14:30:00+02:00,2.8,289.58,0.15,1031.01
2015-10-01 14:45:00+02:00,2.81,289.68,0.15,1030.85
2015-10-01 15:00:00+02:00,2.82,289.79,0.15,1030.69
2015-10-01 15:15:00+02:00,2.86,289.82,0.15,1030.53
2015-10-01 15:30:00+02:00,2.89,289.85,0.15,1030.37
2015-10-01 15:45:00+02:00,2.93,289.88,0.15,1030.21
2015-10-01 16:00:00+02:00,2.97,289.92,0.15,1030.04
2015-10-01 16:15:00+02:00,3.0,289.86,0.15,1029.89
2015-10-01 16:30:00+02:00,3.02,289.8,0.15,1029.73
2015-10-01 16:45:00+02:00,3.05,289.74,0.15,1029.58
2015-10-01 17:00:00+02:00,3.08,289.68,0.15,1029.43
2015-10-01 17:15:00+02:00,2.98,289.47,0.15,1029.34
2015-10-01 17:30:00+02:00,2.88,289.27,0.15,1029.24
2015-10-01 17:45:00+02:00,2.79,289.07,0.15,1029.15
2015-10-01 18:00:00+02:00,2.69,288.87,0.15,1029.06
2015-10-01 18:15:00+02:00,2.52,288.22,0.15,1029.01
2015-10-01 18:30:00+02:00,2.35,287.57,0.15,1028.97
2015-10-01 18:45:00+02:00,2.18,286.91,0.15,1028.92
2015-10-01 19:00:00+02:00,2.01,286.26,0.15,1028.88
2015-10-01 19:15:00+02:00,2.09,285.64,0.15,1028.89
2015-10-01 19:30:00+02:00,2.16,285.02,0.15,1028.91
2015-10-01 19:45:00+02:00,2.24,284.4,0.15,1028.93
2015-10-01 20:00:00+02:00,2.31,283.78,0.15,1028.95
2015-10-01 20:15:00+02:00,2.32,283.55,0.15,1028.97
2015-10-01 20:30:00+02:00,2.32,283.33,0.15,1029.0
